MANDT [C(00006)]`SPRAS [C(00002)]`KVEWE [C(00002)]`KAPPL [C(00004)]`KALSM [C(00012)]`STUNR [C(00006)]`ZAEHK [C(00006)]`VTEXT [C(00060)]
400`  E`  A`  `  A61007`  200`  000`
400`  E`  A`  V`  RVAG01`  008`  000`  Actual Costs
400`  E`  A`  V`  RVAG01`  020`  000`  Price (Gross)
400`  E`  A`  V`  RVAG01`  100`  000`  Gross Value
400`  E`  A`  V`  RVAG01`  101`  000`  Sales Promotion
400`  E`  A`  V`  RVAG01`  102`  000`  Sales Promotion
400`  E`  A`  V`  RVAG01`  120`  000`  Variant Price
400`  E`  A`  V`  RVAG01`  300`  000`  Discount Amount
400`  E`  A`  V`  RVAG01`  400`  000`  Rebate Basis
400`  E`  A`  V`  RVAG01`  800`  000`  Net Value for Item
400`  E`  A`  V`  RVAG01`  820`  000`  Order Value
400`  E`  A`  V`  RVAG01`  900`  000`  Net Value 2
400`  E`  A`  V`  RVAG01`  908`  000`  Net Value 3
400`  E`  A`  V`  RVAG01`  909`  000`  Inter-company %
400`  E`  A`  V`  RVAG01`  910`  000`  Inter-company price
400`  E`  A`  V`  RVAG01`  914`  000`  Cash Discount
400`  E`  A`  V`  RVAG01`  915`  000`  Output Tax
400`  E`  A`  V`  RVAG01`  919`  000`  Rounding
400`  E`  A`  V`  RVAG01`  920`  000`  Total Amount
400`  E`  A`  V`  RVAG01`  930`  000`  Cash Discount
400`  E`  A`  V`  RVAG01`  940`  000`  Cost
400`  E`  A`  V`  RVAG01`  941`  000`  Cost of Goods Manufactured
400`  E`  A`  V`  RVAG01`  950`  000`  Profit Margin
400`  E`  A`  V`  RVAG02`  008`  000`  Actual Costs
400`  E`  A`  V`  RVAG02`  020`  000`  Price (Gross)
400`  E`  A`  V`  RVAG02`  101`  000`  Sales Promotion
400`  E`  A`  V`  RVAG02`  102`  000`  Sales Promotion
400`  E`  A`  V`  RVAG02`  120`  000`  Variant Price
400`  E`  A`  V`  RVAG02`  820`  000`  Order Value
400`  E`  A`  V`  RVAG02`  909`  000`  Inter-company %
400`  E`  A`  V`  RVAG02`  910`  000`  Inter-company price
400`  E`  A`  V`  RVAG02`  914`  000`  Cash Discount
400`  E`  A`  V`  RVAG02`  915`  000`  Output Tax
400`  E`  A`  V`  RVAG02`  919`  000`  Rounding
400`  E`  A`  V`  RVAG02`  930`  000`  Cash Discount
400`  E`  A`  V`  RVAG02`  940`  000`  Cost
400`  E`  A`  V`  RVAG02`  941`  000`  Cost of Goods Manufactured
400`  E`  A`  V`  RVAJCA`  011`  000`  Price
400`  E`  A`  V`  RVAJCA`  013`  000`  Price (Gross)
400`  E`  A`  V`  RVAJCA`  100`  000`  Gross Value
400`  E`  A`  V`  RVAJCA`  101`  000`  Sales Promotion
400`  E`  A`  V`  RVAJCA`  102`  000`  Price Group/Material
400`  E`  A`  V`  RVAJCA`  103`  000`  Customer/Material
400`  E`  A`  V`  RVAJCA`  104`  000`  Customer Discount
400`  E`  A`  V`  RVAJCA`  105`  000`  Material
400`  E`  A`  V`  RVAJCA`  106`  000`  Price group
400`  E`  A`  V`  RVAJCA`  107`  000`  Material pricing group
400`  E`  A`  V`  RVAJCA`  108`  000`  Customer/Matl Pricing Group
400`  E`  A`  V`  RVAJCA`  109`  000`  Price Grp/Matl Pricing Group
400`  E`  A`  V`  RVAJCA`  110`  000`  Weight Discount
400`  E`  A`  V`  RVAJCA`  111`  000`  Hierarchy
400`  E`  A`  V`  RVAJCA`  112`  000`  Hierarchy/Material
400`  E`  A`  V`  RVAJCA`  300`  000`  Discount Amount
400`  E`  A`  V`  RVAJCA`  302`  000`  Price
400`  E`  A`  V`  RVAJCA`  310`  000`  Net Price
400`  E`  A`  V`  RVAJCA`  320`  000`  Minimum Price
400`  E`  A`  V`  RVAJCA`  400`  000`  Rebate Basis
400`  E`  A`  V`  RVAJCA`  800`  000`  Net Value for Item
400`  E`  A`  V`  RVAJCA`  805`  000`  Mixed Pallet Surch.
400`  E`  A`  V`  RVAJCA`  810`  000`  Freight
400`  E`  A`  V`  RVAJCA`  815`  000`  Freight
400`  E`  A`  V`  RVAJCA`  820`  000`  Order Value
400`  E`  A`  V`  RVAJCA`  890`  000`  Cash Discount
400`  E`  A`  V`  RVAJCA`  900`  000`  Net Value 2
400`  E`  A`  V`  RVAJCA`  901`  000`  Group Rebate
400`  E`  A`  V`  RVAJCA`  902`  000`  Material Rebate
400`  E`  A`  V`  RVAJCA`  903`  000`  Customer Rebate
400`  E`  A`  V`  RVAJCA`  904`  000`  Hierarchy Rebate
400`  E`  A`  V`  RVAJCA`  905`  000`  Hierarchy Rebate/Matl
400`  E`  A`  V`  RVAJCA`  908`  000`  Intercompany %
400`  E`  A`  V`  RVAJCA`  909`  000`  Intercompany Price
400`  E`  A`  V`  RVAJCA`  910`  000`  State Sales Tax
400`  E`  A`  V`  RVAJCA`  911`  000`  Tax Jur Code Level 1
400`  E`  A`  V`  RVAJCA`  912`  000`  Tax Jur Code Level 2
400`  E`  A`  V`  RVAJCA`  913`  000`
400`  E`  A`  V`  RVAJCA`  915`  000`  Rounding Off
400`  E`  A`  V`  RVAJCA`  920`  000`  Total
400`  E`  A`  V`  RVAJCA`  930`  000`  Cash Discount
400`  E`  A`  V`  RVAJCA`  932`  000`  Factoring Discount
400`  E`  A`  V`  RVAJCA`  940`  000`  Cost
400`  E`  A`  V`  RVAJCA`  950`  000`  Standard - CA/with Jur. code
400`  E`  A`  V`  RVAJCA`  970`  000`  Customer Expected Price
400`  E`  A`  V`  RVAJCA`  971`  000`  Customer Expected Value
400`  E`  A`  V`  RVAJUS`  100`  000`  Gross Value
400`  E`  A`  V`  RVAJUS`  101`  000`  Sales Promotion
400`  E`  A`  V`  RVAJUS`  102`  000`  Sales Promotion
400`  E`  A`  V`  RVAJUS`  300`  000`  Discount Amount
400`  E`  A`  V`  RVAJUS`  400`  000`  Rebate Basis
400`  E`  A`  V`  RVAJUS`  800`  000`  Net Value for Item
400`  E`  A`  V`  RVAJUS`  820`  000`  Order Value
400`  E`  A`  V`  RVAJUS`  900`  000`  Net Value 2
400`  E`  A`  V`  RVAJUS`  910`  000`  Tax Jurisdiction Code
400`  E`  A`  V`  RVAJUS`  911`  000`  Tax Jurisdiction Code
400`  E`  A`  V`  RVAJUS`  912`  000`  Tax Jurisdiction Code
400`  E`  A`  V`  RVAJUS`  913`  000`  Tax Jurisdiction Code
400`  E`  A`  V`  RVAJUS`  914`  000`  Tax Jurisdiction Code
400`  E`  A`  V`  RVAJUS`  920`  000`  Total
400`  E`  A`  V`  RVAJUS`  940`  000`  Cost
400`  E`  A`  V`  RVAJUS`  950`  000`  Standard - USA /With Jur.Code
400`  E`  A`  V`  RVAXUD`  100`  000`  Gross
400`  E`  A`  V`  RVAXUD`  300`  000`  Discount Amount
400`  E`  A`  V`  RVAXUD`  305`  000`  Rebate basis
400`  E`  A`  V`  RVAXUD`  400`  000`  Rebate basis
400`  E`  A`  V`  RVAXUD`  800`  000`  Net Value for Item
400`  E`  A`  V`  RVAXUD`  900`  000`  Net value 2
400`  E`  A`  V`  RVAXUD`  920`  000`  Total amount
400`  E`  A`  V`  RVAXUD`  950`  000`  Profit Margin
400`  E`  A`  V`  RVAXUD`  970`  000`  Customer Expected Price
400`  E`  A`  V`  RVAXUS`  011`  000`  Price
400`  E`  A`  V`  RVAXUS`  013`  000`  Price (Gross)
400`  E`  A`  V`  RVAXUS`  100`  000`  Gross Value
400`  E`  A`  V`  RVAXUS`  101`  000`  Sales Promotion
400`  E`  A`  V`  RVAXUS`  102`  000`  Sales Promotion
400`  E`  A`  V`  RVAXUS`  103`  000`  Customer/Material
400`  E`  A`  V`  RVAXUS`  104`  000`  Customer Discount
400`  E`  A`  V`  RVAXUS`  105`  000`  Material
400`  E`  A`  V`  RVAXUS`  106`  000`  Price Group
400`  E`  A`  V`  RVAXUS`  107`  000`  Material Pricing Group
400`  E`  A`  V`  RVAXUS`  108`  000`  Customer/Matl Pricing Group
400`  E`  A`  V`  RVAXUS`  109`  000`  Price Grp/Matl Pricing Group
400`  E`  A`  V`  RVAXUS`  110`  000`  Weight Discount
400`  E`  A`  V`  RVAXUS`  111`  000`  Hierarchy
400`  E`  A`  V`  RVAXUS`  112`  000`  Hierarchy/Material
400`  E`  A`  V`  RVAXUS`  300`  000`  Discount Amount
400`  E`  A`  V`  RVAXUS`  302`  000`
400`  E`  A`  V`  RVAXUS`  305`  000`  Rebate Basis
400`  E`  A`  V`  RVAXUS`  310`  000`  Net Price
400`  E`  A`  V`  RVAXUS`  320`  000`
400`  E`  A`  V`  RVAXUS`  400`  000`  Rebate Basis
400`  E`  A`  V`  RVAXUS`  800`  000`  Net Value for Item
400`  E`  A`  V`  RVAXUS`  805`  000`  Pallet Discount
400`  E`  A`  V`  RVAXUS`  810`  000`  Freight
400`  E`  A`  V`  RVAXUS`  815`  000`  Freight
400`  E`  A`  V`  RVAXUS`  820`  000`  Order Value
400`  E`  A`  V`  RVAXUS`  890`  000`
400`  E`  A`  V`  RVAXUS`  900`  000`  Net Value 2
400`  E`  A`  V`  RVAXUS`  901`  000`  Group Rebate
400`  E`  A`  V`  RVAXUS`  902`  000`  Material Rebate
400`  E`  A`  V`  RVAXUS`  903`  000`  Customer Rebate
400`  E`  A`  V`  RVAXUS`  904`  000`
400`  E`  A`  V`  RVAXUS`  905`  000`  Inter-company %
400`  E`  A`  V`  RVAXUS`  908`  000`  Inter-company Price
400`  E`  A`  V`  RVAXUS`  909`  000`
400`  E`  A`  V`  RVAXUS`  910`  000`  Tax Jurisdiction Code
400`  E`  A`  V`  RVAXUS`  911`  000`  Tax Jur Code Level 1
400`  E`  A`  V`  RVAXUS`  912`  000`  Tax Jur Code Level 2
400`  E`  A`  V`  RVAXUS`  913`  000`  Tax Jur Code Level 3
400`  E`  A`  V`  RVAXUS`  914`  000`  Tax Jur Code Level 4
400`  E`  A`  V`  RVAXUS`  915`  000`  Tax Jur Code Level 5
400`  E`  A`  V`  RVAXUS`  916`  000`  Tax Jur Code Level 6
400`  E`  A`  V`  RVAXUS`  917`  000`  US-Taxes External 2
400`  E`  A`  V`  RVAXUS`  920`  000`  Total
400`  E`  A`  V`  RVAXUS`  930`  000`  Cash Discount
400`  E`  A`  V`  RVAXUS`  932`  000`
400`  E`  A`  V`  RVAXUS`  938`  000`  Factoring Discount Tax
400`  E`  A`  V`  RVAXUS`  939`  000`  Statistical Value
400`  E`  A`  V`  RVAXUS`  940`  000`  Cost
400`  E`  A`  V`  RVAXUS`  950`  000`  Profit Margin
400`  E`  A`  V`  RVAXUS`  970`  000`  Customer Expected Value
400`  E`  A`  V`  RVAXUS`  971`  000`
400`  E`  A`  V`  RVBRC`  045`  000`  Price Including Infl. Adj.
400`  E`  A`  V`  RVBRC`  060`  000`  Price Without ICMS/IPI
400`  E`  A`  V`  RVBRC`  090`  000`  100' Dummy
400`  E`  A`  V`  RVBRC`  115`  000`  100' Dummy
400`  E`  A`  V`  RVBRC`  150`  000`  100' Dummy
400`  E`  A`  V`  RVBRC`  160`  000`  Tax Base Calculation Factor
400`  E`  A`  V`  RVBRC`  312`  000`  Price Including Tax
400`  E`  A`  V`  RVBRC`  600`  000`  Brazilian Tax Calculation
400`  E`  A`  V`  RVBRC`  700`  000`  Total Tax Amount
400`  E`  A`  V`  RVBRC`  710`  000`  Tax Base
400`  E`  A`  V`  RVBRC`  750`  000`  Invoice Value (ex. Sub.Trib.)
400`  E`  A`  V`  RVBRC`  778`  000`  Take Greater Value
400`  E`  A`  V`  RVBRC`  782`  000`  Subtotal
400`  E`  A`  V`  RVBRC`  785`  000`  Minus ICMS (1)
400`  E`  A`  V`  RVBRC`  793`  000`  Invoice (ex. Sub.Trib.)
400`  E`  A`  V`  RVBRC`  795`  000`  Total Invoice Value
400`  E`  A`  V`  RVBRCE`  045`  000`  Price Including Infl. Adj.
400`  E`  A`  V`  RVBRCE`  060`  000`  Price Without ICMS/IPI
400`  E`  A`  V`  RVBRCE`  090`  000`  100' Dummy
400`  E`  A`  V`  RVBRCE`  115`  000`  100' Dummy
400`  E`  A`  V`  RVBRCE`  150`  000`  100' Dummy
400`  E`  A`  V`  RVBRCE`  160`  000`  Tax Base Calculation Factor
400`  E`  A`  V`  RVBRCE`  600`  000`  Brazilian Tax Calculation
400`  E`  A`  V`  RVBRCE`  700`  000`  Total Tax Amount
400`  E`  A`  V`  RVBRCE`  710`  000`  Tax Base Amount
400`  E`  A`  V`  RVBRCE`  750`  000`  Invoice Value (ex. Sub.Trib.)
400`  E`  A`  V`  RVBRCE`  778`  000`  Take Greater Value
400`  E`  A`  V`  RVBRCE`  782`  000`  Subtotal
400`  E`  A`  V`  RVBRCE`  793`  000`  Invoice (ex. Sub.Trib.)
400`  E`  A`  V`  RVBRCE`  795`  000`  Total Invoice Value
400`  E`  A`  V`  RVBRCF`  045`  000`  Price Including Infl. Adj.
400`  E`  A`  V`  RVBRCF`  060`  000`  Price Without ICMS/IPI
400`  E`  A`  V`  RVBRCF`  090`  000`  100' Dummy
400`  E`  A`  V`  RVBRCF`  115`  000`  100' Dummy
400`  E`  A`  V`  RVBRCF`  150`  000`  100' Dummy
400`  E`  A`  V`  RVBRCF`  160`  000`  Tax Base Calculation Factor
400`  E`  A`  V`  RVBRCF`  600`  000`  Brazilian Tax Calculation
400`  E`  A`  V`  RVBRCF`  700`  000`  Total Tax Amount
400`  E`  A`  V`  RVBRCF`  710`  000`  Tax Base Amount
400`  E`  A`  V`  RVBRCF`  750`  000`  Invoice Value (ex. Sub.Trib.)
400`  E`  A`  V`  RVBRCF`  778`  000`  Take Greater Value
400`  E`  A`  V`  RVBRCF`  782`  000`  Subtotal
400`  E`  A`  V`  RVBRCF`  793`  000`  Invoice (ex. Sub.Trib.)
400`  E`  A`  V`  RVBRCF`  795`  000`  Total Invoice Value
400`  E`  A`  V`  RVBRCK`  045`  000`  Price Including Infl. Adj.
400`  E`  A`  V`  RVBRCK`  060`  000`  Price Without ICMS/IPI
400`  E`  A`  V`  RVBRCK`  090`  000`  100' Dummy
400`  E`  A`  V`  RVBRCK`  115`  000`  100' Dummy
400`  E`  A`  V`  RVBRCK`  150`  000`  100' Dummy
400`  E`  A`  V`  RVBRCK`  160`  000`  Tax Base Calculation Factor
400`  E`  A`  V`  RVBRCK`  600`  000`  Brazilian Tax Calculation
400`  E`  A`  V`  RVBRCK`  700`  000`  Total Tax Amount
400`  E`  A`  V`  RVBRCK`  710`  000`  Tax Base Amount
400`  E`  A`  V`  RVBRCK`  750`  000`  Invoice Value (ex. Sub.Trib.)
400`  E`  A`  V`  RVBRCK`  778`  000`  Take Greater Value
400`  E`  A`  V`  RVBRCK`  782`  000`  Subtotal
400`  E`  A`  V`  RVBRCK`  793`  000`  Invoice (ex. Sub.Trib.)
400`  E`  A`  V`  RVBRCK`  795`  000`  Total Invoice Value
400`  E`  A`  V`  RVBRCL`  045`  000`  Price Including Infl. Adj.
400`  E`  A`  V`  RVBRCL`  060`  000`  Price Without ICMS/IPI
400`  E`  A`  V`  RVBRCL`  090`  000`  100' Dummy
400`  E`  A`  V`  RVBRCL`  115`  000`  100' Dummy
400`  E`  A`  V`  RVBRCL`  150`  000`  100' Dummy
400`  E`  A`  V`  RVBRCL`  160`  000`  Tax Base Calculation Factor
400`  E`  A`  V`  RVBRCL`  600`  000`  Brazilian Tax Calculation
400`  E`  A`  V`  RVBRCL`  700`  000`  Total Tax Amount
400`  E`  A`  V`  RVBRCL`  710`  000`  Tax Base Amount
400`  E`  A`  V`  RVBRCL`  750`  000`  Invoice Value (ex. Sub.Trib.)
400`  E`  A`  V`  RVBRCL`  778`  000`  Take Greater Value
400`  E`  A`  V`  RVBRCL`  782`  000`  Subtotal
400`  E`  A`  V`  RVBRCL`  793`  000`  Invoice (ex. Sub.Trib.)
400`  E`  A`  V`  RVBRCL`  795`  000`  Total Invoice Value
400`  E`  A`  V`  RVCA01`  100`  000`  Gross
400`  E`  A`  V`  RVCA01`  101`  000`  Special Offer
400`  E`  A`  V`  RVCA01`  102`  000`  Special Offer
400`  E`  A`  V`  RVCA01`  300`  000`  Discount amount
400`  E`  A`  V`  RVCA01`  800`  000`  Net item value
400`  E`  A`  V`  RVCA01`  820`  000`  Order Value
400`  E`  A`  V`  RVCA01`  900`  000`  Freight Value
400`  E`  A`  V`  RVCA01`  920`  000`  Total
400`  E`  A`  V`  RVCA01`  940`  000`  Stock Price
400`  E`  A`  V`  RVCA01`  950`  000`  Profit Margin
400`  E`  A`  V`  RVCA02`  100`  000`  Gross
400`  E`  A`  V`  RVCA02`  101`  000`  Special Offer
400`  E`  A`  V`  RVCA02`  102`  000`  Special Offer
400`  E`  A`  V`  RVCA02`  300`  000`  Discount amount
400`  E`  A`  V`  RVCA02`  800`  000`  Net item value
400`  E`  A`  V`  RVCA02`  820`  000`  Order Value
400`  E`  A`  V`  RVCA02`  900`  000`  Net Value 2
400`  E`  A`  V`  RVCA02`  920`  000`  Total
400`  E`  A`  V`  RVCA02`  935`  000`  Net value 3
400`  E`  A`  V`  RVCA02`  940`  000`  Stock Price
400`  E`  A`  V`  RVCA02`  950`  000`  Profit Margin
400`  E`  A`  V`  RVCEU1`  100`  000`  Gross
400`  E`  A`  V`  RVCEU1`  300`  000`  Discount Amount
400`  E`  A`  V`  RVCEU1`  400`  000`  Rebate Basis
400`  E`  A`  V`  RVCEU1`  800`  000`  Net Value for Item
400`  E`  A`  V`  RVCEU1`  900`  000`  Net Value 2
400`  E`  A`  V`  RVCEU1`  920`  000`  Total
400`  E`  A`  V`  RVCEU1`  950`  000`  Profit Margin
400`  E`  A`  V`  RVCEU2`  300`  000`  Net Value for Item
400`  E`  A`  V`  RVCEU2`  400`  000`  Total
400`  E`  A`  V`  RVCEU2`  530`  000`  Profit Margin
400`  E`  A`  V`  RVCXUS`  100`  000`  Gross
400`  E`  A`  V`  RVCXUS`  300`  000`  Discount Amount
400`  E`  A`  V`  RVCXUS`  400`  000`  Rebate Basis
400`  E`  A`  V`  RVCXUS`  800`  000`  Net Value for Item
400`  E`  A`  V`  RVCXUS`  900`  000`  Net Value 2
400`  E`  A`  V`  RVCXUS`  920`  000`  Total
400`  E`  A`  V`  RVCXUS`  950`  000`  Standard - USA /With Jur.Code
400`  E`  A`  V`  RVLB00`  020`  000`  Subtotal
400`  E`  A`  V`  RVSB01`  100`  000`  Gross Value
400`  E`  A`  V`  RVSB01`  800`  000`  Net Value for Item
400`  E`  A`  V`  RVSB01`  920`  000`  Total amount
400`  E`  A`  V`  RVXBRA`  290`  000`
400`  E`  A`  V`  RVXBRA`  329`  000`
400`  E`  A`  V`  RVXBRA`  595`  000`
400`  E`  A`  V`  RVXBRA`  700`  000`
400`  E`  A`  V`  RVXBRA`  750`  000`
400`  E`  A`  V`  RVXBRE`  045`  000`
400`  E`  A`  V`  RVXBRE`  290`  000`
400`  E`  A`  V`  RVXBRE`  329`  000`
400`  E`  A`  V`  RVXBRE`  595`  000`
400`  E`  A`  V`  RVXBRE`  700`  000`
400`  E`  A`  V`  RVXBRE`  750`  000`
400`  E`  A`  V`  RVXBRF`  045`  000`
400`  E`  A`  V`  RVXBRF`  290`  000`
400`  E`  A`  V`  RVXBRF`  329`  000`
400`  E`  A`  V`  RVXBRF`  595`  000`
400`  E`  A`  V`  RVXBRF`  700`  000`
400`  E`  A`  V`  RVXBRF`  750`  000`
400`  E`  A`  V`  RVXBRK`  045`  000`
400`  E`  A`  V`  RVXBRK`  290`  000`
400`  E`  A`  V`  RVXBRK`  329`  000`
400`  E`  A`  V`  RVXBRK`  595`  000`
400`  E`  A`  V`  RVXBRK`  700`  000`
400`  E`  A`  V`  RVXBRK`  750`  000`
400`  E`  A`  V`  RVXBRL`  045`  000`
400`  E`  A`  V`  RVXBRL`  290`  000`
400`  E`  A`  V`  RVXBRL`  329`  000`
400`  E`  A`  V`  RVXBRL`  595`  000`
400`  E`  A`  V`  RVXBRL`  700`  000`
400`  E`  A`  V`  RVXBRL`  750`  000`
400`  E`  A`  V`  S10001`  020`  000`
400`  E`  A`  V`  S10001`  053`  000`
400`  E`  A`  V`  S10001`  090`  000`
400`  E`  A`  V`  S10001`  100`  000`  Gross
400`  E`  A`  V`  S10001`  103`  000`
400`  E`  A`  V`  S10001`  104`  000`
400`  E`  A`  V`  S10001`  105`  000`
400`  E`  A`  V`  S10001`  106`  000`
400`  E`  A`  V`  S10001`  107`  000`
400`  E`  A`  V`  S10001`  108`  000`
400`  E`  A`  V`  S10001`  111`  000`
400`  E`  A`  V`  S10001`  112`  000`
400`  E`  A`  V`  S10001`  120`  000`
400`  E`  A`  V`  S10001`  130`  000`
400`  E`  A`  V`  S10001`  140`  000`
400`  E`  A`  V`  S10001`  160`  000`
400`  E`  A`  V`  S10001`  170`  000`
400`  E`  A`  V`  S10001`  180`  000`
400`  E`  A`  V`  S10001`  190`  000`
400`  E`  A`  V`  S10001`  200`  000`
400`  E`  A`  V`  S10001`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  S10001`  600`  000`  Net Value 1
400`  E`  A`  V`  S10001`  730`  000`
400`  E`  A`  V`  S10001`  750`  000`
400`  E`  A`  V`  S10001`  799`  000`
400`  E`  A`  V`  S10001`  800`  000`  Total Value
400`  E`  A`  V`  S10001`  805`  000`  Gross Value
400`  E`  A`  V`  S10001`  810`  000`
400`  E`  A`  V`  S10001`  820`  000`
400`  E`  A`  V`  S10001`  830`  000`
400`  E`  A`  V`  S10001`  850`  000`  Profit Margin
400`  E`  A`  V`  S17J01`  100`  000`  Gross
400`  E`  A`  V`  S17J01`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  S17J01`  600`  000`  Net Value 1
400`  E`  A`  V`  S17J01`  750`  000`
400`  E`  A`  V`  S17J01`  799`  000`
400`  E`  A`  V`  S17J01`  800`  000`  Total Value
400`  E`  A`  V`  S17J01`  805`  000`  Gross Value
400`  E`  A`  V`  S17J01`  850`  000`  Profit Margin
400`  E`  A`  V`  S18002`  010`  000`
400`  E`  A`  V`  S18002`  020`  000`
400`  E`  A`  V`  S18002`  035`  000`
400`  E`  A`  V`  S18002`  045`  000`
400`  E`  A`  V`  S18002`  055`  000`
400`  E`  A`  V`  S18002`  065`  000`
400`  E`  A`  V`  S18002`  090`  000`
400`  E`  A`  V`  S18002`  100`  000`
400`  E`  A`  V`  S18002`  104`  000`
400`  E`  A`  V`  S18002`  120`  000`
400`  E`  A`  V`  S18002`  130`  000`
400`  E`  A`  V`  S18002`  140`  000`
400`  E`  A`  V`  S18002`  150`  000`
400`  E`  A`  V`  S18002`  160`  000`
400`  E`  A`  V`  S18002`  170`  000`
400`  E`  A`  V`  S18002`  180`  000`
400`  E`  A`  V`  S18002`  190`  000`
400`  E`  A`  V`  S18002`  200`  000`
400`  E`  A`  V`  S18002`  210`  000`
400`  E`  A`  V`  S18002`  220`  000`
400`  E`  A`  V`  S18002`  230`  000`
400`  E`  A`  V`  S18002`  240`  000`
400`  E`  A`  V`  S18002`  250`  000`
400`  E`  A`  V`  S18002`  400`  000`
400`  E`  A`  V`  S18002`  410`  000`
400`  E`  A`  V`  S18002`  420`  000`
400`  E`  A`  V`  S18002`  590`  000`
400`  E`  A`  V`  S18002`  600`  000`
400`  E`  A`  V`  S18002`  610`  000`
400`  E`  A`  V`  S18002`  640`  000`
400`  E`  A`  V`  S18002`  650`  000`
400`  E`  A`  V`  S18002`  700`  000`
400`  E`  A`  V`  S18002`  710`  000`
400`  E`  A`  V`  S18002`  711`  000`
400`  E`  A`  V`  S18002`  720`  000`
400`  E`  A`  V`  S18002`  730`  000`
400`  E`  A`  V`  S18002`  735`  000`
400`  E`  A`  V`  S18002`  740`  000`
400`  E`  A`  V`  S18002`  745`  000`
400`  E`  A`  V`  S18002`  750`  000`
400`  E`  A`  V`  S18002`  755`  000`
400`  E`  A`  V`  S18002`  799`  000`
400`  E`  A`  V`  S18002`  800`  000`
400`  E`  A`  V`  S18002`  810`  000`
400`  E`  A`  V`  S18002`  820`  000`
400`  E`  A`  V`  S18002`  830`  000`
400`  E`  A`  V`  S18002`  850`  000`
400`  E`  A`  V`  SVAA01`  008`  000`
400`  E`  A`  V`  SVAA01`  009`  000`
400`  E`  A`  V`  SVAA01`  013`  000`
400`  E`  A`  V`  SVAA01`  020`  000`
400`  E`  A`  V`  SVAA01`  100`  000`  Gross Value
400`  E`  A`  V`  SVAA01`  101`  000`
400`  E`  A`  V`  SVAA01`  102`  000`
400`  E`  A`  V`  SVAA01`  103`  000`
400`  E`  A`  V`  SVAA01`  104`  000`
400`  E`  A`  V`  SVAA01`  105`  000`
400`  E`  A`  V`  SVAA01`  106`  000`
400`  E`  A`  V`  SVAA01`  107`  000`
400`  E`  A`  V`  SVAA01`  108`  000`
400`  E`  A`  V`  SVAA01`  109`  000`
400`  E`  A`  V`  SVAA01`  110`  001`
400`  E`  A`  V`  SVAA01`  110`  002`
400`  E`  A`  V`  SVAA01`  110`  003`
400`  E`  A`  V`  SVAA01`  110`  004`
400`  E`  A`  V`  SVAA01`  110`  005`
400`  E`  A`  V`  SVAA01`  111`  000`
400`  E`  A`  V`  SVAA01`  112`  000`
400`  E`  A`  V`  SVAA01`  120`  000`
400`  E`  A`  V`  SVAA01`  300`  000`  Discount Amount
400`  E`  A`  V`  SVAA01`  302`  000`
400`  E`  A`  V`  SVAA01`  310`  000`
400`  E`  A`  V`  SVAA01`  320`  000`
400`  E`  A`  V`  SVAA01`  399`  000`
400`  E`  A`  V`  SVAA01`  400`  000`  Rebate Basis
400`  E`  A`  V`  SVAA01`  800`  000`  Net Value for Item
400`  E`  A`  V`  SVAA01`  801`  000`
400`  E`  A`  V`  SVAA01`  805`  001`
400`  E`  A`  V`  SVAA01`  805`  002`
400`  E`  A`  V`  SVAA01`  805`  003`
400`  E`  A`  V`  SVAA01`  805`  004`
400`  E`  A`  V`  SVAA01`  810`  001`
400`  E`  A`  V`  SVAA01`  810`  002`
400`  E`  A`  V`  SVAA01`  810`  003`
400`  E`  A`  V`  SVAA01`  815`  000`
400`  E`  A`  V`  SVAA01`  820`  000`
400`  E`  A`  V`  SVAA01`  895`  000`
400`  E`  A`  V`  SVAA01`  900`  000`  Net Value 2
400`  E`  A`  V`  SVAA01`  901`  000`
400`  E`  A`  V`  SVAA01`  902`  000`
400`  E`  A`  V`  SVAA01`  903`  000`
400`  E`  A`  V`  SVAA01`  904`  000`
400`  E`  A`  V`  SVAA01`  905`  000`
400`  E`  A`  V`  SVAA01`  908`  000`  Net Value 3
400`  E`  A`  V`  SVAA01`  909`  000`
400`  E`  A`  V`  SVAA01`  910`  000`
400`  E`  A`  V`  SVAA01`  914`  000`
400`  E`  A`  V`  SVAA01`  915`  000`
400`  E`  A`  V`  SVAA01`  919`  000`
400`  E`  A`  V`  SVAA01`  920`  000`  Total
400`  E`  A`  V`  SVAA01`  930`  000`
400`  E`  A`  V`  SVAA01`  932`  000`
400`  E`  A`  V`  SVAA01`  933`  000`
400`  E`  A`  V`  SVAA01`  935`  000`
400`  E`  A`  V`  SVAA01`  940`  000`
400`  E`  A`  V`  SVAA01`  941`  000`
400`  E`  A`  V`  SVAA01`  942`  000`
400`  E`  A`  V`  SVAA01`  950`  000`  Profit Margin
400`  E`  A`  V`  SVAA01`  970`  000`
400`  E`  A`  V`  SVAA01`  971`  000`
400`  E`  A`  V`  VKA000`  010`  000`  Test
400`  E`  A`  V`  VKA000`  020`  000`  Test
400`  E`  A`  V`  VKP000`  010`  000`  Test
400`  E`  A`  V`  VKP000`  020`  000`  Test
400`  E`  A`  V`  VKP001`  010`  000`  Price (Gross)
400`  E`  A`  V`  VKP001`  015`  000`  Price
400`  E`  A`  V`  VKP001`  020`  000`  Test
